category,file,x0,y0,x1,y1,pixels,width,height
window_style,testpilot_window_style_138.png,724,945,731,1019,442,13,80
window_style,testpilot_window_style_139.png,747,945,753,1019,435,12,80
window_style,testpilot_window_style_140.png,667,946,689,1019,1521,28,79
window_style,testpilot_window_style_141.png,521,985,603,1022,2918,88,43
window_style,testpilot_window_style_142.png,611,985,644,1022,1171,39,43
window_style,testpilot_window_style_143.png,21,986,122,1021,3508,107,41
window_style,testpilot_window_style_144.png,134,986,231,1021,3359,103,41
window_style,testpilot_window_style_145.png,241,986,337,1021,3331,102,41
window_style,testpilot_window_style_146.png,366,986,432,1021,2285,72,41
window_style,testpilot_window_style_147.png,444,986,511,1021,2318,73,41
window_style,testpilot_window_style_148.png,20,1031,429,1061,11366,415,36
window_style,testpilot_window_style_149.png,448,1032,716,1060,7419,274,34
window_style,testpilot_window_style_150.png,737,1032,1073,1061,9346,342,35
window_style,testpilot_window_style_151.png,1094,1032,1428,1062,9179,340,36
